ep,error,error_detail,invalid,invalid_reason,link_bw,model,name,node_size,oom,pp,simulated,tp,vpp
,True,error,,,100,llama3-70b,tp1_pp1,4,,1,,1,
,True,error,,,200,llama3-70b,tp1_pp1,4,,1,,1,
,True,error,,,400,llama3-70b,tp1_pp1,4,,1,,1,
,True,error,,,800,llama3-70b,tp1_pp1,4,,1,,1,
,True,error,,,100,llama3-70b,tp1_pp1,8,,1,,1,
,True,error,,,200,llama3-70b,tp1_pp1,8,,1,,1,
,True,error,,,400,llama3-70b,tp1_pp1,8,,1,,1,
,True,error,,,800,llama3-70b,tp1_pp1,8,,1,,1,
,True,error,,,100,llama3-70b,tp1_pp1,64,,1,,1,
,True,error,,,200,llama3-70b,tp1_pp1,64,,1,,1,
,True,error,,,400,llama3-70b,tp1_pp1,64,,1,,1,
,True,error,,,800,llama3-70b,tp1_pp1,64,,1,,1,
,,,,,100,llama3-70b,tp1_pp2_vpp1,4,True,2,,1,1
,,,,,200,llama3-70b,tp1_pp2_vpp1,4,True,2,,1,1
,,,,,400,llama3-70b,tp1_pp2_vpp1,4,True,2,,1,1
,,,,,800,llama3-70b,tp1_pp2_vpp1,4,True,2,,1,1
,,,,,100,llama3-70b,tp1_pp2_vpp1,8,True,2,,1,1
,,,,,200,llama3-70b,tp1_pp2_vpp1,8,True,2,,1,1
,,,,,400,llama3-70b,tp1_pp2_vpp1,8,True,2,,1,1
,,,,,800,llama3-70b,tp1_pp2_vpp1,8,True,2,,1,1
,,,,,100,llama3-70b,tp1_pp2_vpp1,64,True,2,,1,1
,,,,,200,llama3-70b,tp1_pp2_vpp1,64,True,2,,1,1
,,,,,400,llama3-70b,tp1_pp2_vpp1,64,True,2,,1,1
,,,,,800,llama3-70b,tp1_pp2_vpp1,64,True,2,,1,1
,,,,,100,llama3-70b,tp1_pp2_vpp2,4,True,2,,1,2
,,,,,200,llama3-70b,tp1_pp2_vpp2,4,True,2,,1,2
,,,,,400,llama3-70b,tp1_pp2_vpp2,4,True,2,,1,2
,,,,,800,llama3-70b,tp1_pp2_vpp2,4,True,2,,1,2
,,,,,100,llama3-70b,tp1_pp2_vpp2,8,True,2,,1,2
,,,,,200,llama3-70b,tp1_pp2_vpp2,8,True,2,,1,2
,,,,,400,llama3-70b,tp1_pp2_vpp2,8,True,2,,1,2
,,,,,800,llama3-70b,tp1_pp2_vpp2,8,True,2,,1,2
,,,,,100,llama3-70b,tp1_pp2_vpp2,64,True,2,,1,2
,,,,,200,llama3-70b,tp1_pp2_vpp2,64,True,2,,1,2
,,,,,400,llama3-70b,tp1_pp2_vpp2,64,True,2,,1,2
,,,,,800,llama3-70b,tp1_pp2_vpp2,64,True,2,,1,2
,,,,,100,llama3-70b,tp1_pp2_vpp4,4,True,2,,1,4
,,,,,200,llama3-70b,tp1_pp2_vpp4,4,True,2,,1,4
,,,,,400,llama3-70b,tp1_pp2_vpp4,4,True,2,,1,4
,,,,,800,llama3-70b,tp1_pp2_vpp4,4,True,2,,1,4
,,,,,100,llama3-70b,tp1_pp2_vpp4,8,True,2,,1,4
,,,,,200,llama3-70b,tp1_pp2_vpp4,8,True,2,,1,4
,,,,,400,llama3-70b,tp1_pp2_vpp4,8,True,2,,1,4
,,,,,800,llama3-70b,tp1_pp2_vpp4,8,True,2,,1,4
,,,,,100,llama3-70b,tp1_pp2_vpp4,64,True,2,,1,4
,,,,,200,llama3-70b,tp1_pp2_vpp4,64,True,2,,1,4
,,,,,400,llama3-70b,tp1_pp2_vpp4,64,True,2,,1,4
,,,,,800,llama3-70b,tp1_pp2_vpp4,64,True,2,,1,4
,,,,,100,llama3-70b,tp1_pp4_vpp1,4,True,4,,1,1
,,,,,200,llama3-70b,tp1_pp4_vpp1,4,True,4,,1,1
,,,,,400,llama3-70b,tp1_pp4_vpp1,4,True,4,,1,1
,,,,,800,llama3-70b,tp1_pp4_vpp1,4,True,4,,1,1
,,,,,100,llama3-70b,tp1_pp4_vpp1,8,True,4,,1,1
,,,,,200,llama3-70b,tp1_pp4_vpp1,8,True,4,,1,1
,,,,,400,llama3-70b,tp1_pp4_vpp1,8,True,4,,1,1
,,,,,800,llama3-70b,tp1_pp4_vpp1,8,True,4,,1,1
,,,,,100,llama3-70b,tp1_pp4_vpp1,64,True,4,,1,1
,,,,,200,llama3-70b,tp1_pp4_vpp1,64,True,4,,1,1
,,,,,400,llama3-70b,tp1_pp4_vpp1,64,True,4,,1,1
,,,,,800,llama3-70b,tp1_pp4_vpp1,64,True,4,,1,1
,True,error,,,100,llama3-70b,tp1_pp4_vpp2,4,,4,,1,2
,True,error,,,200,llama3-70b,tp1_pp4_vpp2,4,,4,,1,2
,True,error,,,400,llama3-70b,tp1_pp4_vpp2,4,,4,,1,2
,True,error,,,800,llama3-70b,tp1_pp4_vpp2,4,,4,,1,2
,True,error,,,100,llama3-70b,tp1_pp4_vpp2,8,,4,,1,2
,True,error,,,200,llama3-70b,tp1_pp4_vpp2,8,,4,,1,2
,True,error,,,400,llama3-70b,tp1_pp4_vpp2,8,,4,,1,2
,True,error,,,800,llama3-70b,tp1_pp4_vpp2,8,,4,,1,2
,True,error,,,100,llama3-70b,tp1_pp4_vpp2,64,,4,,1,2
,True,error,,,200,llama3-70b,tp1_pp4_vpp2,64,,4,,1,2
,True,error,,,400,llama3-70b,tp1_pp4_vpp2,64,,4,,1,2
,True,error,,,800,llama3-70b,tp1_pp4_vpp2,64,,4,,1,2
,True,error,,,100,llama3-70b,tp1_pp4_vpp4,4,,4,,1,4
,True,error,,,200,llama3-70b,tp1_pp4_vpp4,4,,4,,1,4
,True,error,,,400,llama3-70b,tp1_pp4_vpp4,4,,4,,1,4
,True,error,,,800,llama3-70b,tp1_pp4_vpp4,4,,4,,1,4
,True,error,,,100,llama3-70b,tp1_pp4_vpp4,8,,4,,1,4
,True,error,,,200,llama3-70b,tp1_pp4_vpp4,8,,4,,1,4
,True,error,,,400,llama3-70b,tp1_pp4_vpp4,8,,4,,1,4
,True,error,,,800,llama3-70b,tp1_pp4_vpp4,8,,4,,1,4
,True,error,,,100,llama3-70b,tp1_pp4_vpp4,64,,4,,1,4
,True,error,,,200,llama3-70b,tp1_pp4_vpp4,64,,4,,1,4
,True,error,,,400,llama3-70b,tp1_pp4_vpp4,64,,4,,1,4
,True,error,,,800,llama3-70b,tp1_pp4_vpp4,64,,4,,1,4
,,,True,global_batch_size=1024 not divisible by dp=204,,llama3-70b,tp1_pp5_vpp1,,,5,,1,1
,,,True,global_batch_size=1024 not divisible by dp=204,,llama3-70b,tp1_pp5_vpp2,,,5,,1,2
,,,True,global_batch_size=1024 not divisible by dp=204,,llama3-70b,tp1_pp5_vpp4,,,5,,1,4
,,,,,100,llama3-70b,tp1_pp8_vpp1,4,True,8,,1,1
,,,,,200,llama3-70b,tp1_pp8_vpp1,4,True,8,,1,1
,,,,,400,llama3-70b,tp1_pp8_vpp1,4,True,8,,1,1
,,,,,800,llama3-70b,tp1_pp8_vpp1,4,True,8,,1,1
,,,,,100,llama3-70b,tp1_pp8_vpp1,8,True,8,,1,1
,,,,,200,llama3-70b,tp1_pp8_vpp1,8,True,8,,1,1
,,,,,400,llama3-70b,tp1_pp8_vpp1,8,True,8,,1,1
,,,,,800,llama3-70b,tp1_pp8_vpp1,8,True,8,,1,1
,,,,,100,llama3-70b,tp1_pp8_vpp1,64,True,8,,1,1
,,,,,200,llama3-70b,tp1_pp8_vpp1,64,True,8,,1,1
,,,,,400,llama3-70b,tp1_pp8_vpp1,64,True,8,,1,1
,,,,,800,llama3-70b,tp1_pp8_vpp1,64,True,8,,1,1
,True,error,,,100,llama3-70b,tp1_pp8_vpp2,4,,8,,1,2
,True,error,,,200,llama3-70b,tp1_pp8_vpp2,4,,8,,1,2
,True,error,,,400,llama3-70b,tp1_pp8_vpp2,4,,8,,1,2
,True,error,,,800,llama3-70b,tp1_pp8_vpp2,4,,8,,1,2
,True,error,,,100,llama3-70b,tp1_pp8_vpp2,8,,8,,1,2
,True,error,,,200,llama3-70b,tp1_pp8_vpp2,8,,8,,1,2
,True,error,,,400,llama3-70b,tp1_pp8_vpp2,8,,8,,1,2
,True,error,,,800,llama3-70b,tp1_pp8_vpp2,8,,8,,1,2
,True,error,,,100,llama3-70b,tp1_pp8_vpp2,64,,8,,1,2
,True,error,,,200,llama3-70b,tp1_pp8_vpp2,64,,8,,1,2
,True,error,,,400,llama3-70b,tp1_pp8_vpp2,64,,8,,1,2
,True,error,,,800,llama3-70b,tp1_pp8_vpp2,64,,8,,1,2
,,,True,global_batch_size=1024 not divisible by dp=102,,llama3-70b,tp1_pp10_vpp1,,,10,,1,1
,,,True,global_batch_size=1024 not divisible by dp=102,,llama3-70b,tp1_pp10_vpp2,,,10,,1,2
,,,True,global_batch_size=1024 not divisible by dp=102,,llama3-70b,tp1_pp10_vpp4,,,10,,1,4
,,,,,100,llama3-70b,tp1_pp16_vpp1,4,True,16,,1,1
,,,,,200,llama3-70b,tp1_pp16_vpp1,4,True,16,,1,1
,,,,,400,llama3-70b,tp1_pp16_vpp1,4,True,16,,1,1
,,,,,800,llama3-70b,tp1_pp16_vpp1,4,True,16,,1,1
,,,,,100,llama3-70b,tp1_pp16_vpp1,8,True,16,,1,1
,,,,,200,llama3-70b,tp1_pp16_vpp1,8,True,16,,1,1
,,,,,400,llama3-70b,tp1_pp16_vpp1,8,True,16,,1,1
,,,,,800,llama3-70b,tp1_pp16_vpp1,8,True,16,,1,1
,,,,,100,llama3-70b,tp1_pp16_vpp1,64,True,16,,1,1
,,,,,200,llama3-70b,tp1_pp16_vpp1,64,True,16,,1,1
,,,,,400,llama3-70b,tp1_pp16_vpp1,64,True,16,,1,1
,,,,,800,llama3-70b,tp1_pp16_vpp1,64,True,16,,1,1
,,,,,100,llama3-70b,tp2_pp1,4,True,1,,2,
,,,,,200,llama3-70b,tp2_pp1,4,True,1,,2,
,,,,,400,llama3-70b,tp2_pp1,4,True,1,,2,
,,,,,800,llama3-70b,tp2_pp1,4,True,1,,2,
,,,,,100,llama3-70b,tp2_pp1,8,True,1,,2,
,,,,,200,llama3-70b,tp2_pp1,8,True,1,,2,
,,,,,400,llama3-70b,tp2_pp1,8,True,1,,2,
,,,,,800,llama3-70b,tp2_pp1,8,True,1,,2,
,,,,,100,llama3-70b,tp2_pp1,64,True,1,,2,
,,,,,200,llama3-70b,tp2_pp1,64,True,1,,2,
,,,,,400,llama3-70b,tp2_pp1,64,True,1,,2,
,,,,,800,llama3-70b,tp2_pp1,64,True,1,,2,
,,,,,100,llama3-70b,tp2_pp2_vpp1,4,True,2,,2,1
,,,,,200,llama3-70b,tp2_pp2_vpp1,4,True,2,,2,1
,,,,,400,llama3-70b,tp2_pp2_vpp1,4,True,2,,2,1
,,,,,800,llama3-70b,tp2_pp2_vpp1,4,True,2,,2,1
,,,,,100,llama3-70b,tp2_pp2_vpp1,8,True,2,,2,1
,,,,,200,llama3-70b,tp2_pp2_vpp1,8,True,2,,2,1
,,,,,400,llama3-70b,tp2_pp2_vpp1,8,True,2,,2,1
,,,,,800,llama3-70b,tp2_pp2_vpp1,8,True,2,,2,1
,,,,,100,llama3-70b,tp2_pp2_vpp1,64,True,2,,2,1
,,,,,200,llama3-70b,tp2_pp2_vpp1,64,True,2,,2,1
,,,,,400,llama3-70b,tp2_pp2_vpp1,64,True,2,,2,1
,,,,,800,llama3-70b,tp2_pp2_vpp1,64,True,2,,2,1
,,,,,100,llama3-70b,tp2_pp2_vpp2,4,True,2,,2,2
,,,,,200,llama3-70b,tp2_pp2_vpp2,4,True,2,,2,2
,,,,,400,llama3-70b,tp2_pp2_vpp2,4,True,2,,2,2
,,,,,800,llama3-70b,tp2_pp2_vpp2,4,True,2,,2,2
,,,,,100,llama3-70b,tp2_pp2_vpp2,8,True,2,,2,2
,,,,,200,llama3-70b,tp2_pp2_vpp2,8,True,2,,2,2
,,,,,400,llama3-70b,tp2_pp2_vpp2,8,True,2,,2,2
,,,,,800,llama3-70b,tp2_pp2_vpp2,8,True,2,,2,2
,,,,,100,llama3-70b,tp2_pp2_vpp2,64,True,2,,2,2
,,,,,200,llama3-70b,tp2_pp2_vpp2,64,True,2,,2,2
,,,,,400,llama3-70b,tp2_pp2_vpp2,64,True,2,,2,2
,,,,,800,llama3-70b,tp2_pp2_vpp2,64,True,2,,2,2
,,,,,100,llama3-70b,tp2_pp2_vpp4,4,True,2,,2,4
,,,,,200,llama3-70b,tp2_pp2_vpp4,4,True,2,,2,4
,,,,,400,llama3-70b,tp2_pp2_vpp4,4,True,2,,2,4
,,,,,800,llama3-70b,tp2_pp2_vpp4,4,True,2,,2,4
,,,,,100,llama3-70b,tp2_pp2_vpp4,8,True,2,,2,4
,,,,,200,llama3-70b,tp2_pp2_vpp4,8,True,2,,2,4
,,,,,400,llama3-70b,tp2_pp2_vpp4,8,True,2,,2,4
,,,,,800,llama3-70b,tp2_pp2_vpp4,8,True,2,,2,4
,,,,,100,llama3-70b,tp2_pp2_vpp4,64,True,2,,2,4
,,,,,200,llama3-70b,tp2_pp2_vpp4,64,True,2,,2,4
,,,,,400,llama3-70b,tp2_pp2_vpp4,64,True,2,,2,4
,,,,,800,llama3-70b,tp2_pp2_vpp4,64,True,2,,2,4
,,,,,100,llama3-70b,tp2_pp4_vpp1,4,True,4,,2,1
,,,,,200,llama3-70b,tp2_pp4_vpp1,4,True,4,,2,1
,,,,,400,llama3-70b,tp2_pp4_vpp1,4,True,4,,2,1
,,,,,800,llama3-70b,tp2_pp4_vpp1,4,True,4,,2,1
,,,,,100,llama3-70b,tp2_pp4_vpp1,8,True,4,,2,1
,,,,,200,llama3-70b,tp2_pp4_vpp1,8,True,4,,2,1
,,,,,400,llama3-70b,tp2_pp4_vpp1,8,True,4,,2,1
,,,,,800,llama3-70b,tp2_pp4_vpp1,8,True,4,,2,1
,,,,,100,llama3-70b,tp2_pp4_vpp1,64,True,4,,2,1
,,,,,200,llama3-70b,tp2_pp4_vpp1,64,True,4,,2,1
,,,,,400,llama3-70b,tp2_pp4_vpp1,64,True,4,,2,1
,,,,,800,llama3-70b,tp2_pp4_vpp1,64,True,4,,2,1
,,,,,100,llama3-70b,tp2_pp4_vpp2,4,True,4,,2,2
,,,,,200,llama3-70b,tp2_pp4_vpp2,4,True,4,,2,2
,,,,,400,llama3-70b,tp2_pp4_vpp2,4,True,4,,2,2
,,,,,800,llama3-70b,tp2_pp4_vpp2,4,True,4,,2,2
,,,,,100,llama3-70b,tp2_pp4_vpp2,8,True,4,,2,2
,,,,,200,llama3-70b,tp2_pp4_vpp2,8,True,4,,2,2
,,,,,400,llama3-70b,tp2_pp4_vpp2,8,True,4,,2,2
,,,,,800,llama3-70b,tp2_pp4_vpp2,8,True,4,,2,2
,,,,,100,llama3-70b,tp2_pp4_vpp2,64,True,4,,2,2
,,,,,200,llama3-70b,tp2_pp4_vpp2,64,True,4,,2,2
,,,,,400,llama3-70b,tp2_pp4_vpp2,64,True,4,,2,2
,,,,,800,llama3-70b,tp2_pp4_vpp2,64,True,4,,2,2
,,,,,100,llama3-70b,tp2_pp4_vpp4,4,True,4,,2,4
,,,,,200,llama3-70b,tp2_pp4_vpp4,4,True,4,,2,4
,,,,,400,llama3-70b,tp2_pp4_vpp4,4,True,4,,2,4
,,,,,800,llama3-70b,tp2_pp4_vpp4,4,True,4,,2,4
,,,,,100,llama3-70b,tp2_pp4_vpp4,8,True,4,,2,4
,,,,,200,llama3-70b,tp2_pp4_vpp4,8,True,4,,2,4
,,,,,400,llama3-70b,tp2_pp4_vpp4,8,True,4,,2,4
,,,,,800,llama3-70b,tp2_pp4_vpp4,8,True,4,,2,4
,,,,,100,llama3-70b,tp2_pp4_vpp4,64,True,4,,2,4
,,,,,200,llama3-70b,tp2_pp4_vpp4,64,True,4,,2,4
,,,,,400,llama3-70b,tp2_pp4_vpp4,64,True,4,,2,4
,,,,,800,llama3-70b,tp2_pp4_vpp4,64,True,4,,2,4
,,,True,global_batch_size=1024 not divisible by dp=102,,llama3-70b,tp2_pp5_vpp1,,,5,,2,1
,,,True,global_batch_size=1024 not divisible by dp=102,,llama3-70b,tp2_pp5_vpp2,,,5,,2,2
,,,True,global_batch_size=1024 not divisible by dp=102,,llama3-70b,tp2_pp5_vpp4,,,5,,2,4
,,,,,100,llama3-70b,tp2_pp8_vpp1,4,,8,True,2,1
,,,,,200,llama3-70b,tp2_pp8_vpp1,4,,8,True,2,1
,,,,,400,llama3-70b,tp2_pp8_vpp1,4,,8,True,2,1
,,,,,800,llama3-70b,tp2_pp8_vpp1,4,,8,True,2,1
,,,,,100,llama3-70b,tp2_pp8_vpp1,8,,8,True,2,1
,,,,,200,llama3-70b,tp2_pp8_vpp1,8,,8,True,2,1
,,,,,400,llama3-70b,tp2_pp8_vpp1,8,,8,True,2,1
,,,,,800,llama3-70b,tp2_pp8_vpp1,8,,8,True,2,1
,,,,,100,llama3-70b,tp2_pp8_vpp1,64,,8,True,2,1
,,,,,200,llama3-70b,tp2_pp8_vpp1,64,,8,True,2,1
,,,,,400,llama3-70b,tp2_pp8_vpp1,64,,8,True,2,1
,,,,,800,llama3-70b,tp2_pp8_vpp1,64,,8,True,2,1
,True,error,,,100,llama3-70b,tp2_pp8_vpp2,4,,8,,2,2
,True,error,,,200,llama3-70b,tp2_pp8_vpp2,4,,8,,2,2
,True,error,,,400,llama3-70b,tp2_pp8_vpp2,4,,8,,2,2
,True,error,,,800,llama3-70b,tp2_pp8_vpp2,4,,8,,2,2
,True,error,,,100,llama3-70b,tp2_pp8_vpp2,8,,8,,2,2
,True,error,,,200,llama3-70b,tp2_pp8_vpp2,8,,8,,2,2
,True,error,,,400,llama3-70b,tp2_pp8_vpp2,8,,8,,2,2
,True,error,,,800,llama3-70b,tp2_pp8_vpp2,8,,8,,2,2
,True,error,,,100,llama3-70b,tp2_pp8_vpp2,64,,8,,2,2
,True,error,,,200,llama3-70b,tp2_pp8_vpp2,64,,8,,2,2
,True,error,,,400,llama3-70b,tp2_pp8_vpp2,64,,8,,2,2
,True,error,,,800,llama3-70b,tp2_pp8_vpp2,64,,8,,2,2
,,,True,global_batch_size=1024 not divisible by dp=51,,llama3-70b,tp2_pp10_vpp1,,,10,,2,1
,,,True,global_batch_size=1024 not divisible by dp=51,,llama3-70b,tp2_pp10_vpp2,,,10,,2,2
,,,True,global_batch_size=1024 not divisible by dp=51,,llama3-70b,tp2_pp10_vpp4,,,10,,2,4
,,,,,100,llama3-70b,tp2_pp16_vpp1,4,True,16,,2,1
,,,,,200,llama3-70b,tp2_pp16_vpp1,4,True,16,,2,1
,,,,,400,llama3-70b,tp2_pp16_vpp1,4,True,16,,2,1
,,,,,800,llama3-70b,tp2_pp16_vpp1,4,True,16,,2,1
,,,,,100,llama3-70b,tp2_pp16_vpp1,8,True,16,,2,1
,,,,,200,llama3-70b,tp2_pp16_vpp1,8,True,16,,2,1
,,,,,400,llama3-70b,tp2_pp16_vpp1,8,True,16,,2,1
,,,,,800,llama3-70b,tp2_pp16_vpp1,8,True,16,,2,1
,,,,,100,llama3-70b,tp2_pp16_vpp1,64,True,16,,2,1
,,,,,200,llama3-70b,tp2_pp16_vpp1,64,True,16,,2,1
,,,,,400,llama3-70b,tp2_pp16_vpp1,64,True,16,,2,1
,,,,,800,llama3-70b,tp2_pp16_vpp1,64,True,16,,2,1
,,,,,100,llama3-70b,tp4_pp1,4,True,1,,4,
,,,,,200,llama3-70b,tp4_pp1,4,True,1,,4,
,,,,,400,llama3-70b,tp4_pp1,4,True,1,,4,
,,,,,800,llama3-70b,tp4_pp1,4,True,1,,4,
,,,,,100,llama3-70b,tp4_pp1,8,True,1,,4,
,,,,,200,llama3-70b,tp4_pp1,8,True,1,,4,
,,,,,400,llama3-70b,tp4_pp1,8,True,1,,4,
,,,,,800,llama3-70b,tp4_pp1,8,True,1,,4,
,,,,,100,llama3-70b,tp4_pp1,64,True,1,,4,
,,,,,200,llama3-70b,tp4_pp1,64,True,1,,4,
,,,,,400,llama3-70b,tp4_pp1,64,True,1,,4,
,,,,,800,llama3-70b,tp4_pp1,64,True,1,,4,
,,,,,100,llama3-70b,tp4_pp2_vpp1,4,True,2,,4,1
,,,,,200,llama3-70b,tp4_pp2_vpp1,4,True,2,,4,1
,,,,,400,llama3-70b,tp4_pp2_vpp1,4,True,2,,4,1
,,,,,800,llama3-70b,tp4_pp2_vpp1,4,True,2,,4,1
,,,,,100,llama3-70b,tp4_pp2_vpp1,8,True,2,,4,1
,,,,,200,llama3-70b,tp4_pp2_vpp1,8,True,2,,4,1
,,,,,400,llama3-70b,tp4_pp2_vpp1,8,True,2,,4,1
,,,,,800,llama3-70b,tp4_pp2_vpp1,8,True,2,,4,1
,,,,,100,llama3-70b,tp4_pp2_vpp1,64,True,2,,4,1
,,,,,200,llama3-70b,tp4_pp2_vpp1,64,True,2,,4,1
,,,,,400,llama3-70b,tp4_pp2_vpp1,64,True,2,,4,1
,,,,,800,llama3-70b,tp4_pp2_vpp1,64,True,2,,4,1
,,,,,100,llama3-70b,tp4_pp2_vpp2,4,True,2,,4,2
,,,,,200,llama3-70b,tp4_pp2_vpp2,4,True,2,,4,2
,,,,,400,llama3-70b,tp4_pp2_vpp2,4,True,2,,4,2
,,,,,800,llama3-70b,tp4_pp2_vpp2,4,True,2,,4,2
,,,,,100,llama3-70b,tp4_pp2_vpp2,8,True,2,,4,2
,,,,,200,llama3-70b,tp4_pp2_vpp2,8,True,2,,4,2
,,,,,400,llama3-70b,tp4_pp2_vpp2,8,True,2,,4,2
,,,,,800,llama3-70b,tp4_pp2_vpp2,8,True,2,,4,2
,,,,,100,llama3-70b,tp4_pp2_vpp2,64,True,2,,4,2
,,,,,200,llama3-70b,tp4_pp2_vpp2,64,True,2,,4,2
,,,,,400,llama3-70b,tp4_pp2_vpp2,64,True,2,,4,2
,,,,,800,llama3-70b,tp4_pp2_vpp2,64,True,2,,4,2
,,,,,100,llama3-70b,tp4_pp2_vpp4,4,True,2,,4,4
,,,,,200,llama3-70b,tp4_pp2_vpp4,4,True,2,,4,4
,,,,,400,llama3-70b,tp4_pp2_vpp4,4,True,2,,4,4
,,,,,800,llama3-70b,tp4_pp2_vpp4,4,True,2,,4,4
,,,,,100,llama3-70b,tp4_pp2_vpp4,8,True,2,,4,4
,,,,,200,llama3-70b,tp4_pp2_vpp4,8,True,2,,4,4
,,,,,400,llama3-70b,tp4_pp2_vpp4,8,True,2,,4,4
,,,,,800,llama3-70b,tp4_pp2_vpp4,8,True,2,,4,4
,,,,,100,llama3-70b,tp4_pp2_vpp4,64,True,2,,4,4
,,,,,200,llama3-70b,tp4_pp2_vpp4,64,True,2,,4,4
,,,,,400,llama3-70b,tp4_pp2_vpp4,64,True,2,,4,4
,,,,,800,llama3-70b,tp4_pp2_vpp4,64,True,2,,4,4
,,,,,100,llama3-70b,tp4_pp4_vpp1,4,True,4,,4,1
,,,,,200,llama3-70b,tp4_pp4_vpp1,4,True,4,,4,1
,,,,,400,llama3-70b,tp4_pp4_vpp1,4,True,4,,4,1
,,,,,800,llama3-70b,tp4_pp4_vpp1,4,True,4,,4,1
,,,,,100,llama3-70b,tp4_pp4_vpp1,8,True,4,,4,1
,,,,,200,llama3-70b,tp4_pp4_vpp1,8,True,4,,4,1
,,,,,400,llama3-70b,tp4_pp4_vpp1,8,True,4,,4,1
,,,,,800,llama3-70b,tp4_pp4_vpp1,8,True,4,,4,1
,,,,,100,llama3-70b,tp4_pp4_vpp1,64,True,4,,4,1
,,,,,200,llama3-70b,tp4_pp4_vpp1,64,True,4,,4,1
,,,,,400,llama3-70b,tp4_pp4_vpp1,64,True,4,,4,1
,,,,,800,llama3-70b,tp4_pp4_vpp1,64,True,4,,4,1
,,,,,100,llama3-70b,tp4_pp4_vpp2,4,True,4,,4,2
,,,,,200,llama3-70b,tp4_pp4_vpp2,4,True,4,,4,2
,,,,,400,llama3-70b,tp4_pp4_vpp2,4,True,4,,4,2
,,,,,800,llama3-70b,tp4_pp4_vpp2,4,True,4,,4,2
,,,,,100,llama3-70b,tp4_pp4_vpp2,8,True,4,,4,2
,,,,,200,llama3-70b,tp4_pp4_vpp2,8,True,4,,4,2
,,,,,400,llama3-70b,tp4_pp4_vpp2,8,True,4,,4,2
,,,,,800,llama3-70b,tp4_pp4_vpp2,8,True,4,,4,2
,,,,,100,llama3-70b,tp4_pp4_vpp2,64,True,4,,4,2
,,,,,200,llama3-70b,tp4_pp4_vpp2,64,True,4,,4,2
,,,,,400,llama3-70b,tp4_pp4_vpp2,64,True,4,,4,2
,,,,,800,llama3-70b,tp4_pp4_vpp2,64,True,4,,4,2
,,,,,100,llama3-70b,tp4_pp4_vpp4,4,True,4,,4,4
,,,,,200,llama3-70b,tp4_pp4_vpp4,4,True,4,,4,4
,,,,,400,llama3-70b,tp4_pp4_vpp4,4,True,4,,4,4
,,,,,800,llama3-70b,tp4_pp4_vpp4,4,True,4,,4,4
,,,,,100,llama3-70b,tp4_pp4_vpp4,8,True,4,,4,4
,,,,,200,llama3-70b,tp4_pp4_vpp4,8,True,4,,4,4
,,,,,400,llama3-70b,tp4_pp4_vpp4,8,True,4,,4,4
,,,,,800,llama3-70b,tp4_pp4_vpp4,8,True,4,,4,4
,,,,,100,llama3-70b,tp4_pp4_vpp4,64,True,4,,4,4
,,,,,200,llama3-70b,tp4_pp4_vpp4,64,True,4,,4,4
,,,,,400,llama3-70b,tp4_pp4_vpp4,64,True,4,,4,4
,,,,,800,llama3-70b,tp4_pp4_vpp4,64,True,4,,4,4
,,,True,global_batch_size=1024 not divisible by dp=51,,llama3-70b,tp4_pp5_vpp1,,,5,,4,1
,,,True,global_batch_size=1024 not divisible by dp=51,,llama3-70b,tp4_pp5_vpp2,,,5,,4,2
,,,True,global_batch_size=1024 not divisible by dp=51,,llama3-70b,tp4_pp5_vpp4,,,5,,4,4
,,,,,100,llama3-70b,tp4_pp8_vpp1,4,True,8,,4,1
,,,,,200,llama3-70b,tp4_pp8_vpp1,4,True,8,,4,1
,,,,,400,llama3-70b,tp4_pp8_vpp1,4,True,8,,4,1
,,,,,800,llama3-70b,tp4_pp8_vpp1,4,True,8,,4,1
,,,,,100,llama3-70b,tp4_pp8_vpp1,8,True,8,,4,1
,,,,,200,llama3-70b,tp4_pp8_vpp1,8,True,8,,4,1
,,,,,400,llama3-70b,tp4_pp8_vpp1,8,True,8,,4,1
,,,,,800,llama3-70b,tp4_pp8_vpp1,8,True,8,,4,1
,,,,,100,llama3-70b,tp4_pp8_vpp1,64,True,8,,4,1
,,,,,200,llama3-70b,tp4_pp8_vpp1,64,True,8,,4,1
,,,,,400,llama3-70b,tp4_pp8_vpp1,64,True,8,,4,1
,,,,,800,llama3-70b,tp4_pp8_vpp1,64,True,8,,4,1
,,,,,100,llama3-70b,tp4_pp8_vpp2,4,True,8,,4,2
,,,,,200,llama3-70b,tp4_pp8_vpp2,4,True,8,,4,2
,,,,,400,llama3-70b,tp4_pp8_vpp2,4,True,8,,4,2
,,,,,800,llama3-70b,tp4_pp8_vpp2,4,True,8,,4,2
,,,,,100,llama3-70b,tp4_pp8_vpp2,8,True,8,,4,2
,,,,,200,llama3-70b,tp4_pp8_vpp2,8,True,8,,4,2
,,,,,400,llama3-70b,tp4_pp8_vpp2,8,True,8,,4,2
,,,,,800,llama3-70b,tp4_pp8_vpp2,8,True,8,,4,2
,,,,,100,llama3-70b,tp4_pp8_vpp2,64,True,8,,4,2
,,,,,200,llama3-70b,tp4_pp8_vpp2,64,True,8,,4,2
,,,,,400,llama3-70b,tp4_pp8_vpp2,64,True,8,,4,2
,,,,,800,llama3-70b,tp4_pp8_vpp2,64,True,8,,4,2
,,,True,global_batch_size=1024 not divisible by dp=25,,llama3-70b,tp4_pp10_vpp1,,,10,,4,1
